seed,target_pairs,method,actual_global_pairs,heldout_auc,search_time_auc,gap,dist_to_chance,clean_pair_count,confounded_fraction
5,475,clean_first_then_low_score,475.0,0.6081844502506885,0.6744689748769095,0.06628452462622103,0.10818445025068846,240.0,0.49473684210526314
5,475,score_rank (low separability),475.0,0.622872678483158,0.6699043681353365,0.04703168965217852,0.12287267848315797,206.0,0.5663157894736842
5,475,len_gap_rank (symmetric length),475.0,0.6437045406397853,0.6867622459285444,0.043057705288759074,0.14370454063978533,249.0,0.47578947368421054
5,475,negation_rank (low asymmetry),475.0,0.6605112633288609,0.6493498295669738,-0.011161433761887052,0.1605112633288609,209.0,0.56
5,500,clean_first_then_low_score,500.0,0.645088,0.6812195555555556,0.03613155555555558,0.145088,240.0,0.52
5,500,score_rank (low separability),500.0,0.6056,0.6759893333333333,0.0703893333333333,0.10560000000000003,212.0,0.576
5,500,len_gap_rank (symmetric length),500.0,0.6553599999999999,0.6825493333333333,0.0271893333333334,0.15535999999999994,251.0,0.498
5,500,negation_rank (low asymmetry),500.0,0.6276160000000001,0.6615502222222222,0.03393422222222209,0.12761600000000006,221.0,0.558
6,300,clean_first_then_low_score,300.0,0.6109333333333333,0.6109135802469137,-1.975308641966045e-05,0.11093333333333333,232.0,0.22666666666666666
6,300,score_rank (low separability),300.0,0.5805333333333333,0.6444839506172839,0.06395061728395057,0.08053333333333335,149.0,0.5033333333333333
6,300,len_gap_rank (symmetric length),300.0,0.6045333333333333,0.6531358024691358,0.04860246913580257,0.10453333333333326,179.0,0.4033333333333333
6,300,negation_rank (low asymmetry),300.0,0.5689777777777776,0.5732938271604938,0.004316049382716236,0.06897777777777758,145.0,0.5166666666666667
6,325,clean_first_then_low_score,326.0,0.6080458060678167,0.6366904058048912,0.02864459973707456,0.10804580606781666,237.0,0.27300613496932513
6,325,score_rank (low separability),326.0,0.5808298631766806,0.6767502015587208,0.09592033838204017,0.08082986317668062,160.0,0.50920245398773
6,325,len_gap_rank (symmetric length),326.0,0.6073022010707911,0.6539740661112604,0.046671865040469274,0.10730220107079114,197.0,0.39570552147239263
6,325,negation_rank (low asymmetry),326.0,0.591686496133254,0.591423676431067,-0.00026281970218700046,0.09168649613325397,154.0,0.5276073619631901
6,350,clean_first_then_low_score,350.0,0.5885847107438017,0.6476021210885147,0.05901741034471297,0.0885847107438017,242.0,0.30857142857142855
6,350,score_rank (low separability),350.0,0.7182980371900827,0.656335586504283,-0.06196245068579964,0.21829803719008267,160.0,0.5428571428571428
6,350,len_gap_rank (symmetric length),350.0,0.6488894628099174,0.6633063341297127,0.014416871319795299,0.14888946280991744,210.0,0.4
6,350,negation_rank (low asymmetry),350.0,0.6506973140495869,0.5947351552939806,-0.055962158755606284,0.15069731404958686,167.0,0.5228571428571429
6,375,clean_first_then_low_score,375.0,0.5568130375735627,0.6499031167285115,0.09309007915494882,0.05681303757356271,244.0,0.34933333333333333
6,375,score_rank (low separability),375.0,0.6322430964237211,0.6376439001532401,0.00540080372951901,0.13224309642372112,173.0,0.5386666666666666
6,375,len_gap_rank (symmetric length),375.0,0.6303757356269806,0.6777016501817352,0.047325914554754656,0.13037573562698057,227.0,0.39466666666666667
6,375,negation_rank (low asymmetry),375.0,0.683793571751924,0.6062106609592077,-0.07758291079271629,0.183793571751924,177.0,0.528
6,400,clean_first_then_low_score,400.0,0.6059,0.6503833333333333,0.04448333333333332,0.1059,244.0,0.39
6,400,score_rank (low separability),400.0,0.64865,0.6543833333333333,0.005733333333333368,0.14864999999999995,182.0,0.545
6,400,len_gap_rank (symmetric length),400.0,0.622,0.6723222222222222,0.05032222222222216,0.122,241.0,0.3975
6,400,negation_rank (low asymmetry),400.0,0.6892,0.6012888888888889,-0.08791111111111116,0.18920000000000003,188.0,0.53
6,425,clean_first_then_low_score,426.0,0.5991789675954231,0.6676231562189836,0.0684441886235605,0.0991789675954231,247.0,0.42018779342723006
6,425,score_rank (low separability),426.0,0.6212769674207355,0.6580566228712375,0.03677965545050199,0.12127696742073546,191.0,0.5516431924882629
6,425,len_gap_rank (symmetric length),426.0,0.655166390077736,0.6747673470189954,0.019600956941259406,0.15516639007773603,247.0,0.42018779342723006
6,425,negation_rank (low asymmetry),426.0,0.6651672635164644,0.6206110395927713,-0.04455622392369307,0.16516726351646438,204.0,0.5211267605633803
6,450,clean_first_then_low_score,450.0,0.654867256637168,0.6566536642921924,0.001786407655024358,0.15486725663716805,243.0,0.46
6,450,score_rank (low separability),450.0,0.6132038530816821,0.6612764046526781,0.04807255157099599,0.11320385308168213,201.0,0.5533333333333333
6,450,len_gap_rank (symmetric length),450.0,0.6622288354608818,0.6823781137458286,0.020149278284946726,0.16222883546088185,248.0,0.4488888888888889
6,450,negation_rank (low asymmetry),450.0,0.6622288354608818,0.6205654712113341,-0.04166336424954775,0.16222883546088185,214.0,0.5244444444444445
6,475,clean_first_then_low_score,475.0,0.6641480121460348,0.6516064890796617,-0.012541523066373128,0.1641480121460348,243.0,0.4884210526315789
6,475,score_rank (low separability),475.0,0.6217075065320246,0.6695453541219543,0.047837847589929705,0.12170750653202456,205.0,0.5684210526315789
6,475,len_gap_rank (symmetric length),475.0,0.6787656238966174,0.6770609771493498,-0.0017046467472676685,0.17876562389661743,249.0,0.47578947368421054
6,475,negation_rank (low asymmetry),475.0,0.6922886801779535,0.6521430374952658,-0.04014564268268772,0.19228868017795353,213.0,0.5515789473684211
6,500,clean_first_then_low_score,500.0,0.64864,0.6721635555555556,0.02352355555555563,0.14864,244.0,0.512
6,500,score_rank (low separability),500.0,0.6533119999999999,0.6752568888888889,0.021944888888889014,0.1533119999999999,209.0,0.582
6,500,len_gap_rank (symmetric length),500.0,0.669824,0.6813937777777778,0.01156977777777779,0.16982399999999997,250.0,0.5
6,500,negation_rank (low asymmetry),500.0,0.6147840000000001,0.6692622222222223,0.054478222222222206,0.11478400000000011,222.0,0.556
7,300,clean_first_then_low_score,300.0,0.6195555555555555,0.5920493827160495,-0.02750617283950607,0.11955555555555553,236.0,0.21333333333333335
7,300,score_rank (low separability),300.0,0.6023999999999999,0.6465283950617284,0.0441283950617285,0.10239999999999994,146.0,0.5133333333333333
7,300,len_gap_rank (symmetric length),300.0,0.6247999999999999,0.6066271604938271,-0.018172839506172767,0.12479999999999991,176.0,0.41333333333333333
7,300,negation_rank (low asymmetry),300.0,0.7009777777777778,0.6059753086419754,-0.09500246913580246,0.2009777777777778,137.0,0.5433333333333333
7,325,clean_first_then_low_score,326.0,0.587819750148721,0.6011404864283796,0.013320736279658574,0.08781975014872101,240.0,0.26380368098159507
7,325,score_rank (low separability),326.0,0.625,0.6520424617038431,0.027042461703843057,0.125,154.0,0.5276073619631901
7,325,len_gap_rank (symmetric length),326.0,0.5811273051754908,0.6172483875302338,0.036121082354742984,0.08112730517549083,193.0,0.40797546012269936
7,325,negation_rank (low asymmetry),326.0,0.705086258179655,0.6058435232464392,-0.09924273493321578,0.20508625817965498,145.0,0.5552147239263804
7,350,clean_first_then_low_score,350.0,0.6037577479338843,0.6184153021385701,0.014657554204685841,0.10375774793388426,244.0,0.3028571428571429
7,350,score_rank (low separability),350.0,0.7283057851239669,0.6350809976108619,-0.09322478751310503,0.22830578512396693,159.0,0.5457142857142857
7,350,len_gap_rank (symmetric length),350.0,0.6040160123966942,0.6263693840685275,0.022353371671833266,0.10401601239669422,206.0,0.4114285714285714
7,350,negation_rank (low asymmetry),350.0,0.7255940082644627,0.5927830546005477,-0.13281095366391504,0.22559400826446274,159.0,0.5457142857142857
7,375,clean_first_then_low_score,375.0,0.5916138524219103,0.6311153607477109,0.03950150832580057,0.09161385242191034,245.0,0.3466666666666667
7,375,score_rank (low separability),375.0,0.7486985061113627,0.648877293853928,-0.09982121225743468,0.24869850611136268,173.0,0.5386666666666666
7,375,len_gap_rank (symmetric length),375.0,0.6626867360796741,0.6401008092602677,-0.02258592681940641,0.1626867360796741,220.0,0.41333333333333333
7,375,negation_rank (low asymmetry),375.0,0.6843594386600271,0.6058180620812806,-0.07854137657874649,0.18435943866002713,168.0,0.552
7,400,clean_first_then_low_score,400.0,0.5889500000000001,0.6386166666666666,0.049666666666666526,0.08895000000000008,245.0,0.3875
7,400,score_rank (low separability),400.0,0.75665,0.6563055555555556,-0.10034444444444446,0.25665000000000004,181.0,0.5475
7,400,len_gap_rank (symmetric length),400.0,0.68215,0.6445888888888889,-0.037561111111111156,0.18215000000000003,234.0,0.415
7,400,negation_rank (low asymmetry),400.0,0.7424,0.5886722222222223,-0.15372777777777769,0.24239999999999995,183.0,0.5425
7,425,clean_first_then_low_score,426.0,0.6078696829417416,0.6414097738819391,0.0335400909401975,0.1078696829417416,247.0,0.42018779342723006
7,425,score_rank (low separability),426.0,0.679753690278627,0.646622969506982,-0.03313072077164503,0.17975369027862698,194.0,0.5446009389671361
7,425,len_gap_rank (symmetric length),426.0,0.6725914927067866,0.634668487927595,-0.03792300477919164,0.17259149270678664,248.0,0.41784037558685444
7,425,negation_rank (low asymmetry),426.0,0.7449122194078086,0.5968838749619206,-0.14802834444588797,0.2449122194078086,201.0,0.528169014084507
7,450,clean_first_then_low_score,450.0,0.6293758320933511,0.6532592520846358,0.023883419991284627,0.12937583209335113,248.0,0.4488888888888889
7,450,score_rank (low separability),450.0,0.6520870859111912,0.6494025658410305,-0.002684520070160734,0.15208708591119124,207.0,0.54
7,450,len_gap_rank (symmetric length),450.0,0.711058031169238,0.6495830728455829,-0.06147495832365513,0.21105803116923805,251.0,0.44222222222222224
7,450,negation_rank (low asymmetry),450.0,0.6868979559871564,0.6193195326189365,-0.06757842336821995,0.18689795598715642,198.0,0.56
7,475,clean_first_then_low_score,475.0,0.7414377515712167,0.6427731662668855,-0.0986645853043312,0.24143775157121672,244.0,0.4863157894736842
7,475,score_rank (low separability),475.0,0.6946896405621072,0.6466670874889534,-0.04802255307315384,0.19468964056210725,213.0,0.5515789473684211
7,475,len_gap_rank (symmetric length),475.0,0.7098721841677847,0.6478190884989269,-0.06205309566885786,0.20987218416778475,251.0,0.47157894736842104
7,475,negation_rank (low asymmetry),475.0,0.7417202174987642,0.6307008269157934,-0.11101939058297072,0.24172021749876416,209.0,0.56
7,500,clean_first_then_low_score,500.0,0.694304,0.6449848888888889,-0.04931911111111109,0.19430400000000003,245.0,0.51
7,500,score_rank (low separability),500.0,0.645536,0.6609066666666668,0.015370666666666755,0.145536,221.0,0.558
7,500,len_gap_rank (symmetric length),500.0,0.7272000000000001,0.6521031111111111,-0.07509688888888899,0.22720000000000007,251.0,0.498
7,500,negation_rank (low asymmetry),500.0,0.744928,0.6401137777777778,-0.10481422222222225,0.24492800000000003,222.0,0.556
8,300,clean_first_then_low_score,300.0,0.544088888888889,0.5879604938271605,0.04387160493827158,0.044088888888888955,235.0,0.21666666666666667
8,300,score_rank (low separability),300.0,0.5019555555555555,0.6894617283950617,0.1875061728395062,0.001955555555555488,141.0,0.53
8,300,len_gap_rank (symmetric length),300.0,0.5742222222222222,0.6264592592592593,0.05223703703703708,0.07422222222222219,182.0,0.3933333333333333
8,300,negation_rank (low asymmetry),300.0,0.7397333333333334,0.624641975308642,-0.11509135802469139,0.23973333333333335,131.0,0.5633333333333334
8,325,clean_first_then_low_score,326.0,0.5745835812016657,0.611058855146466,0.03647527394480021,0.07458358120166575,234.0,0.2822085889570552
8,325,score_rank (low separability),326.0,0.5350237953599049,0.687029696318194,0.15200590095828914,0.03502379535990485,150.0,0.5398773006134969
8,325,len_gap_rank (symmetric length),326.0,0.5777067221891731,0.6342045149153452,0.05649779272617217,0.07770672218917307,198.0,0.39263803680981596
8,325,negation_rank (low asymmetry),326.0,0.6917013682331945,0.6268728164471917,-0.06482855178600277,0.1917013682331945,147.0,0.549079754601227
8,350,clean_first_then_low_score,350.0,0.6073088842975207,0.6340612435172774,0.026752359219756716,0.10730888429752072,238.0,0.32
8,350,score_rank (low separability),350.0,0.6138300619834711,0.6730085659343861,0.05917850395091495,0.11383006198347112,163.0,0.5342857142857143
8,350,len_gap_rank (symmetric length),350.0,0.6161544421487603,0.6445574267233845,0.0284029845746242,0.11615444214876025,211.0,0.39714285714285713
8,350,negation_rank (low asymmetry),350.0,0.7003486570247932,0.6202290076335877,-0.08011964939120553,0.2003486570247932,159.0,0.5457142857142857
8,375,clean_first_then_low_score,375.0,0.6313942960615664,0.6513278707209887,0.01993357465942236,0.13139429606156638,238.0,0.36533333333333334
8,375,score_rank (low separability),375.0,0.6326957899502037,0.675472701713504,0.04277691176330034,0.1326957899502037,170.0,0.5466666666666666
8,375,len_gap_rank (symmetric length),375.0,0.6325260298777727,0.6551398791808615,0.02261384930308874,0.13252602987777273,230.0,0.38666666666666666
8,375,negation_rank (low asymmetry),375.0,0.6522747849705749,0.6241182355846557,-0.02815654938591916,0.1522747849705749,168.0,0.552
8,400,clean_first_then_low_score,400.0,0.6371499999999999,0.6662388888888888,0.029088888888888942,0.13714999999999988,239.0,0.4025
8,400,score_rank (low separability),400.0,0.7041,0.6783277777777778,-0.025772222222222196,0.20409999999999995,179.0,0.5525
8,400,len_gap_rank (symmetric length),400.0,0.66935,0.6537944444444443,-0.015555555555555656,0.16935,241.0,0.3975
8,400,negation_rank (low asymmetry),400.0,0.6897,0.6187111111111111,-0.07098888888888888,0.18969999999999998,182.0,0.545
8,425,clean_first_then_low_score,426.0,0.6526770897021573,0.6621151521702813,0.009438062468123953,0.15267708970215732,241.0,0.43427230046948356
8,425,score_rank (low separability),426.0,0.6852126823303345,0.6789929344247796,-0.0062197479055549065,0.1852126823303345,191.0,0.5516431924882629
8,425,len_gap_rank (symmetric length),426.0,0.6876583107694995,0.6714900600426489,-0.016168250726850575,0.18765831076949946,245.0,0.42488262910798125
8,425,negation_rank (low asymmetry),426.0,0.7328150930212245,0.6250970411061212,-0.10771805191510331,0.2328150930212245,198.0,0.5352112676056338
8,450,clean_first_then_low_score,450.0,0.6898347560498082,0.6672111227535682,-0.022623633296239953,0.18983475604980815,242.0,0.4622222222222222
8,450,score_rank (low separability),450.0,0.7052235883781033,0.6702489235618875,-0.034974664816215806,0.20522358837810328,202.0,0.5511111111111111
8,450,len_gap_rank (symmetric length),450.0,0.6759339024199232,0.6692187128529793,-0.0067151895669439465,0.17593390241992324,245.0,0.45555555555555555
8,450,negation_rank (low asymmetry),450.0,0.7291095622210041,0.6416539724748831,-0.087455589746121,0.2291095622210041,212.0,0.5288888888888889
8,475,clean_first_then_low_score,475.0,0.695572346585693,0.6586605226612802,-0.036911823924412834,0.195572346585693,238.0,0.49894736842105264
8,475,score_rank (low separability),475.0,0.7041875573758916,0.6758931953036232,-0.02829436207226832,0.20418755737589156,209.0,0.56
8,475,len_gap_rank (symmetric length),475.0,0.6656309582656591,0.664037842444136,-0.0015931158215231056,0.1656309582656591,245.0,0.4842105263157895
8,475,negation_rank (low asymmetry),475.0,0.7206765058964761,0.662759594748138,-0.05791691114833819,0.22067650589647614,212.0,0.5536842105263158
8,500,clean_first_then_low_score,500.0,0.7039039999999999,0.6620266666666667,-0.04187733333333321,0.20390399999999986,240.0,0.52
8,500,score_rank (low separability),500.0,0.701088,0.6790613333333333,-0.02202666666666675,0.20108800000000004,216.0,0.568
8,500,len_gap_rank (symmetric length),500.0,0.68592,0.6707022222222222,-0.015217777777777775,0.18591999999999997,248.0,0.504
8,500,negation_rank (low asymmetry),500.0,0.71504,0.6821582222222222,-0.03288177777777779,0.21504,218.0,0.564
9,300,clean_first_then_low_score,300.0,0.5659555555555555,0.6115753086419753,0.045619753086419745,0.06595555555555555,228.0,0.24
9,300,score_rank (low separability),300.0,0.5409777777777778,0.6948641975308643,0.15388641975308648,0.04097777777777778,139.0,0.5366666666666666
9,300,len_gap_rank (symmetric length),300.0,0.5642666666666667,0.6251456790123456,0.06087901234567894,0.0642666666666667,189.0,0.37
9,300,negation_rank (low asymmetry),300.0,0.7187555555555556,0.5819950617283951,-0.1367604938271605,0.2187555555555556,139.0,0.5366666666666666
9,325,clean_first_then_low_score,326.0,0.5910916121356335,0.6226316850309057,0.031540072895272164,0.09109161213563355,233.0,0.2852760736196319
9,325,score_rank (low separability),326.0,0.5724271267102915,0.6899606960494491,0.1175335693391576,0.0724271267102915,151.0,0.5368098159509203
9,325,len_gap_rank (symmetric length),326.0,0.5126412849494348,0.6398145659768879,0.12717328102745307,0.012641284949434839,208.0,0.3619631901840491
9,325,negation_rank (low asymmetry),326.0,0.7559488399762047,0.5951105213652244,-0.1608383186109803,0.25594883997620466,152.0,0.5337423312883436
9,350,clean_first_then_low_score,350.0,0.5703770661157024,0.639298409183614,0.06892134306791164,0.07037706611570238,233.0,0.3342857142857143
9,350,score_rank (low separability),350.0,0.7221074380165289,0.6837232678748325,-0.03838417014169637,0.22210743801652888,156.0,0.5542857142857143
9,350,len_gap_rank (symmetric length),350.0,0.6229338842975207,0.6429403880892722,0.020006503791751507,0.12293388429752072,212.0,0.3942857142857143
9,350,negation_rank (low asymmetry),350.0,0.7128099173553719,0.5940286113862828,-0.11878130596908909,0.2128099173553719,161.0,0.54
9,375,clean_first_then_low_score,375.0,0.5986871887732006,0.6501184128873747,0.05143122411417411,0.0986871887732006,236.0,0.37066666666666664
9,375,score_rank (low separability),375.0,0.6366002716161159,0.6730347893263763,0.036434517710260406,0.13660027161611588,171.0,0.544
9,375,len_gap_rank (symmetric length),375.0,0.5990267089180625,0.657641113967655,0.05861440504959248,0.09902670891806253,233.0,0.37866666666666665
9,375,negation_rank (low asymmetry),375.0,0.7136713444997735,0.6039627157710769,-0.10970862872869669,0.21367134449977354,172.0,0.5413333333333333
9,400,clean_first_then_low_score,400.0,0.6361499999999999,0.6697222222222222,0.03357222222222234,0.13614999999999988,239.0,0.4025
9,400,score_rank (low separability),400.0,0.6836500000000001,0.6821833333333334,-0.0014666666666667272,0.1836500000000001,176.0,0.56
9,400,len_gap_rank (symmetric length),400.0,0.6172,0.6519333333333334,0.034733333333333394,0.11719999999999997,245.0,0.3875
9,400,negation_rank (low asymmetry),400.0,0.735,0.6065444444444446,-0.12845555555555543,0.235,185.0,0.5375
9,425,clean_first_then_low_score,426.0,0.623504236177832,0.6686451587543362,0.04514092257650415,0.12350423617783202,241.0,0.43427230046948356
9,425,score_rank (low separability),426.0,0.6018866276530701,0.6789094053714095,0.07702277771833943,0.1018866276530701,187.0,0.5610328638497653
9,425,len_gap_rank (symmetric length),426.0,0.6683553148746616,0.6613240829001288,-0.0070312319745328145,0.1683553148746616,247.0,0.42018779342723006
9,425,negation_rank (low asymmetry),426.0,0.6370862084024804,0.6015172806871002,-0.03556892771538023,0.13708620840248043,210.0,0.5070422535211268
9,450,clean_first_then_low_score,450.0,0.6858015506304331,0.6550555169104244,-0.030746033720008725,0.18580155063043313,235.0,0.4777777777777778
9,450,score_rank (low separability),450.0,0.6316469574751351,0.6650494413088078,0.033402483833672725,0.1316469574751351,197.0,0.5622222222222222
9,450,len_gap_rank (symmetric length),450.0,0.651108152556974,0.6581197333779465,0.0070115808209725294,0.15110815255697396,249.0,0.44666666666666666
9,450,negation_rank (low asymmetry),450.0,0.7152870232594565,0.6351997464096716,-0.0800872768497849,0.21528702325945648,200.0,0.5555555555555556
9,475,clean_first_then_low_score,475.0,0.6673610620718875,0.6560330135083954,-0.011328048563492121,0.1673610620718875,238.0,0.49894736842105264
9,475,score_rank (low separability),475.0,0.6362898100416637,0.6725160964524681,0.03622628641080439,0.13628981004166374,205.0,0.5684210526315789
9,475,len_gap_rank (symmetric length),475.0,0.6743167855377445,0.6624084711526323,-0.011908314385112195,0.17431678553774455,250.0,0.47368421052631576
9,475,negation_rank (low asymmetry),475.0,0.6658428077113198,0.6550703825274586,-0.010772425183861123,0.16584280771131976,212.0,0.5536842105263158
9,500,clean_first_then_low_score,500.0,0.6552,0.6670008888888889,0.01180088888888886,0.1552,240.0,0.52
9,500,score_rank (low separability),500.0,0.6370880000000001,0.6891235555555555,0.05203555555555539,0.1370880000000001,210.0,0.58
9,500,len_gap_rank (symmetric length),500.0,0.675712,0.6704426666666667,-0.005269333333333237,0.17571199999999998,248.0,0.504
9,500,negation_rank (low asymmetry),500.0,0.6977920000000001,0.6606008888888888,-0.037191111111111286,0.19779200000000008,220.0,0.56
